fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type_red,type_white,PCA1,PCA2,LDA1,LDA2
10.0,0.26,0.54,1.9,0.083,42.0,74.0,0.99451,2.98,0.63,11.8,8,1,0,-38.58740672951559,20.57144970803825,-1.8529723066831427,-2.40554505677511
7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,6,1,0,-99.73412515512611,-0.11852966349128717,-0.7340290587722825,-0.9052007794123899
7.0,0.54,0.09,2.0,0.081,10.0,16.0,0.99479,3.43,0.59,11.5,6,1,0,-102.20149261650306,2.511600942189394,-0.29694533560439274,0.10647043756405636
9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,12.0,7,1,0,-87.38291091894133,0.09615068440650087,-1.9286864057226663,-0.7599122655504967
6.6,0.725,0.09,5.5,0.117,9.0,17.0,0.99655,3.35,0.49,10.8,6,1,0,-101.2988553497894,1.4205122319674974,1.2484866344969787,0.6704793876897295
9.4,0.4,0.47,2.5,0.087,6.0,20.0,0.99772,3.15,0.5,10.5,5,1,0,-99.19289300869127,-2.2888779279136537,0.6723207865818971,-0.46831640208871955
6.6,0.725,0.09,5.5,0.117,9.0,17.0,0.99655,3.35,0.49,10.8,6,1,0,-101.2988553497894,1.4205122319674974,1.2484866344969787,0.6704793876897295
8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5,1,0,-101.3944000059086,-2.8399835364512556,1.656310604650855,-0.11676481321892543
8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5,1,0,-101.3944000059086,-2.8399835364512556,1.656310604650855,-0.11676481321892543
8.4,0.34,0.42,2.1,0.072,23.0,36.0,0.99392,3.11,0.78,12.4,6,1,0,-79.82638567899885,10.656856906124563,-2.104756488687699,-1.433205738414773
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6,1,0,-92.54398553070237,4.37903790285086,-1.0926293525614814,-0.24299443016320635
6.1,0.48,0.09,1.7,0.078,18.0,30.0,0.99402,3.45,0.54,11.2,6,1,0,-86.7827985526543,7.141082467372723,-0.2537729939658233,-0.8043699592937731
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6,1,0,-92.54398553070237,4.37903790285086,-1.0926293525614814,-0.24299443016320635
8.0,0.48,0.34,2.2,0.073,16.0,25.0,0.9936,3.28,0.66,12.4,6,1,0,-92.09797135837043,6.32655154408831,-1.573557158170573,-0.23071816423269367
6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,12.8,5,1,0,-69.3988812685415,-1.9963097974274657,-0.9484092409294689,0.1316165721101887
8.2,0.23,0.42,1.9,0.069,9.0,17.0,0.99376,3.21,0.54,12.3,6,1,0,-101.46838031799486,1.3034409821898199,-1.9056042339498902,-1.575172413389921
9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,11.7,7,1,0,-94.42804684132732,0.694370044452932,-1.925022639035402,-0.9203301961086433
8.1,0.78,0.1,3.3,0.09,4.0,13.0,0.99855,3.36,0.49,9.5,5,1,0,-106.40882063735171,-2.627566301471991,2.6144841370381915,1.6488081591361072
8.3,0.53,0.0,1.4,0.07,6.0,14.0,0.99593,3.25,0.64,10.0,6,1,0,-105.07055340586213,-0.9637065652323686,0.6865870108772679,0.040590514361425765
5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.99471,3.78,0.64,12.3,7,1,0,-61.31142395712377,6.390263294926319,-1.2784826553370459,-0.8917953035386329
7.9,0.33,0.41,1.5,0.056,6.0,35.0,0.99396,3.29,0.71,11.0,6,1,0,-84.62345463131486,-5.68984083249354,-1.0440437552647035,-1.1519869594301124
8.9,0.24,0.39,1.6,0.074,3.0,10.0,0.99698,3.12,0.59,9.5,6,1,0,-109.629497585027,-2.9821829697141746,0.522337418342769,-1.6623764343694847
5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66,13.6,6,1,0,-35.535016715066696,6.6727221464967945,-3.2651203257789274,-1.7629609036049383
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6,1,0,-96.1910722777988,6.267606976967445,0.5438570335536209,0.7494084231791658
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6,1,0,-96.1910722777988,6.267606976967445,0.5438570335536209,0.7494084231791658
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6,1,0,-96.1910722777988,6.267606976967445,0.5438570335536209,0.7494084231791658
7.1,0.39,0.12,2.1,0.065,14.0,24.0,0.99252,3.3,0.53,13.3,6,1,0,-93.52283599558773,4.610065454664556,-2.2412347100993006,-0.8451035651167563
5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58,12.9,5,1,0,-103.82506843997545,-0.15559192832449892,-1.11061551901071,0.8214058894502037
7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,8,1,0,-101.67042133473406,0.35210237506358755,-2.0385303393387604,0.22655661425695903
6.6,0.5,0.0,1.8,0.062,21.0,28.0,0.99352,3.44,0.55,12.3,6,1,0,-88.06334701587755,10.515828256205237,-1.2242475433451805,-0.38771126123095606
6.3,0.47,0.0,1.4,0.055,27.0,33.0,0.9922,3.45,0.48,12.3,6,1,0,-81.86531095631362,15.220651254520789,-1.516432593101135,-0.8133724800368763
10.7,0.4,0.37,1.9,0.081,17.0,29.0,0.99674,3.12,0.65,11.2,6,1,0,-88.00363944598473,6.367680703834417,-0.7222736836171338,-0.33724507809295506
6.5,0.58,0.0,2.2,0.096,3.0,13.0,0.99557,3.62,0.62,11.5,4,1,0,-106.67943788304413,-3.618512690204948,-0.060577265281386405,0.6349754660526434
8.8,0.24,0.35,1.7,0.055,13.0,27.0,0.99394,3.14,0.59,11.3,7,1,0,-90.8428129236035,2.930820759455882,-1.5008943128107932,-1.7383317797271474
5.8,0.29,0.26,1.7,0.063,3.0,11.0,0.9915,3.39,0.54,13.5,6,1,0,-108.65349372082889,-3.1727693004442648,-2.5582551812887657,-1.3241318551997796
6.3,0.76,0.0,2.9,0.072,26.0,52.0,0.99379,3.51,0.6,11.5,6,1,0,-63.52420680769954,10.006835467984427,-0.050998740240193574,0.7390900284227846
10.0,0.43,0.33,2.7,0.095,28.0,89.0,0.9984,3.22,0.68,10.0,5,1,0,-27.077662198680358,3.577001455809807,0.48906635578682617,-1.0518649055439566
10.5,0.43,0.35,3.3,0.092,24.0,70.0,0.99798,3.21,0.69,10.5,6,1,0,-46.453626003329255,3.982278326196143,-0.17122881569594514,-0.6599739776236248
9.1,0.6,0.0,1.9,0.058,5.0,10.0,0.9977,3.18,0.63,10.4,6,1,0,-109.1759952434227,-1.0246773287631072,1.0031064931288585,0.8197061264814129
5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44,9.5,5,1,0,24.19660589926361,21.43979656246502,-0.2547652951432138,-4.5261884385412445
7.4,0.36,0.34,1.8,0.075,18.0,38.0,0.9933,3.38,0.88,13.6,7,1,0,-79.01256370656021,5.338207622099852,-3.0808692771013884,-0.8926929556434821
7.2,0.48,0.07,5.5,0.089,10.0,18.0,0.99684,3.37,0.68,11.2,7,1,0,-100.10746899288574,2.166092535198148,-0.44440204575574066,-0.4657673357036402
8.5,0.28,0.35,1.7,0.061,6.0,15.0,0.99524,3.3,0.74,11.8,7,1,0,-104.0957546906168,-1.1762561741723208,-1.6560094307296067,-0.9649227823465164
8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,3.38,0.6,11.9,6,1,0,-66.43120242247018,6.515856270786246,-1.7263324279418786,-1.7303731257473787
10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,6,1,0,-106.0414635100889,-0.730329362170026,-0.3138606866258013,0.9057915489568704
10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,6,1,0,-106.0414635100889,-0.730329362170026,-0.3138606866258013,0.9057915489568704
7.5,0.41,0.15,3.7,0.104,29.0,94.0,0.99786,3.14,0.58,9.1,5,1,0,-21.92117237552876,3.468635220180331,1.610210463010343,-2.3728025237691175
8.2,0.51,0.24,2.0,0.079,16.0,86.0,0.99764,3.34,0.64,9.5,6,1,0,-32.70185692575196,-7.442047391292533,1.4440181514026682,-0.6627852977789513
7.3,0.4,0.3,1.7,0.08,33.0,79.0,0.9969,3.41,0.65,9.5,6,1,0,-35.7134115932901,10.686674956936255,0.7644105460113979,-1.7882896852303105
8.2,0.38,0.32,2.5,0.08,24.0,71.0,0.99624,3.27,0.85,11.0,6,1,0,-45.500526519205394,3.7493067737563575,-0.805260511487342,-1.4519939293877089
6.9,0.45,0.11,2.4,0.043,6.0,12.0,0.99354,3.3,0.65,11.4,6,1,0,-106.97412099425603,-0.46873696120179975,-0.9490232075496121,-0.5273106578391192
7.0,0.22,0.3,1.8,0.065,16.0,20.0,0.99672,3.61,0.82,10.0,6,1,0,-96.9619944210617,7.442421525149022,-0.8114945369568598,-1.7744067698962736
7.3,0.32,0.23,2.3,0.066,35.0,70.0,0.99588,3.43,0.62,10.1,5,1,0,-44.005834739593546,14.68344298512274,-0.33049336691354614,-2.1511927382963005
8.2,0.2,0.43,2.5,0.076,31.0,51.0,0.99672,3.53,0.81,10.4,6,1,0,-63.40011674174513,15.073393146211176,-1.4321976558229819,-2.1762353865393864
10.0,0.41,0.45,6.2,0.071,6.0,14.0,0.99702,3.21,0.49,11.8,7,1,0,-104.89133475174499,-0.822996050861586,-1.1122570709324684,-0.004554161717184292
7.8,0.39,0.42,2.0,0.086,9.0,21.0,0.99526,3.39,0.66,11.6,6,1,0,-97.56340994537453,0.4054829585191179,-0.8915846605382416,-0.5734685038327864
10.0,0.35,0.47,2.0,0.061,6.0,11.0,0.99585,3.23,0.52,12.0,6,1,0,-107.98896472047102,-0.27501475613873355,-1.2254463072873742,-0.10732314765302545
8.2,0.33,0.32,2.8,0.067,4.0,12.0,0.99473,3.3,0.76,12.8,7,1,0,-107.42248386866036,-2.4088607507600925,-2.280558140781665,-0.6065169171437371
6.1,0.58,0.23,2.5,0.044,16.0,70.0,0.99352,3.46,0.65,12.5,6,1,0,-48.26131445385912,-3.796989580107977,-0.9869964288188897,-0.06746432463687982
8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,5,1,0,-80.99713431917137,-3.429818130349139,1.644242230693764,-0.11129353620522012
9.6,0.42,0.35,2.1,0.083,17.0,38.0,0.99622,3.23,0.66,11.1,6,1,0,-79.22482449175213,4.351875052099519,-0.613326028017174,-0.472886975919424
6.6,0.58,0.0,2.2,0.1,50.0,63.0,0.99544,3.59,0.68,11.4,6,1,0,-47.46679062873034,30.872734887023714,-0.6431223889456674,-0.7218730859029739
8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,5,1,0,-80.99713431917137,-3.429818130349139,1.644242230693764,-0.11129353620522012
8.5,0.18,0.51,1.75,0.071,45.0,88.0,0.99524,3.33,0.76,11.8,7,1,0,-24.280869269493508,20.342006308934476,-2.295891531875639,-2.817801332982801
5.1,0.51,0.18,2.1,0.042,16.0,101.0,0.9924,3.46,0.87,12.9,7,1,0,-18.092046317668444,-10.790683601175186,-1.7819643087003987,-0.9682899624043616
6.7,0.41,0.43,2.8,0.076,22.0,54.0,0.99572,3.42,1.16,10.6,6,1,0,-62.47488381222963,5.653205512976896,-1.1503456620469334,-1.3865912461190693
10.2,0.41,0.43,2.2,0.11,11.0,37.0,0.99728,3.16,0.67,10.8,5,1,0,-81.54122030636933,-1.2668872155277902,-0.08981807640864647,-0.4472942610825152
10.6,0.36,0.57,2.3,0.087,6.0,20.0,0.99676,3.14,0.72,11.1,7,1,0,-99.21307072367644,-2.3014521040204787,-0.8004703918630937,-0.3146247040467896
8.8,0.45,0.43,1.4,0.076,12.0,21.0,0.99551,3.21,0.75,10.2,6,1,0,-96.91508184461047,3.2976093397538535,-0.03516222368934763,-0.46571179622585895
8.5,0.32,0.42,2.3,0.075,12.0,19.0,0.99434,3.14,0.71,11.8,7,1,0,-98.8315079552521,3.7825702613112155,-1.5795693540932199,-1.246448018839074
9.0,0.785,0.24,1.7,0.078,10.0,21.0,0.99692,3.29,0.67,10.0,5,1,0,-97.351482863476,1.3572010114985305,1.564205262612796,1.7883915577689726
9.0,0.785,0.24,1.7,0.078,10.0,21.0,0.99692,3.29,0.67,10.0,5,1,0,-97.351482863476,1.3572010114985305,1.564205262612796,1.7883915577689726
9.9,0.54,0.26,2.0,0.111,7.0,60.0,0.99709,2.94,0.98,10.2,5,1,0,-60.048088148082755,-10.353314224629452,0.521044054236483,-0.3458340128859732
8.2,0.33,0.39,2.5,0.074,29.0,48.0,0.99528,3.32,0.88,12.4,7,1,0,-66.78069109839699,13.807476845162867,-2.322413778275042,-1.3755355946233867
6.5,0.34,0.27,2.8,0.067,8.0,44.0,0.99384,3.21,0.56,12.0,6,1,0,-75.35445995343024,-5.719544121742763,-0.9649893930681276,-1.661206241542846
7.6,0.5,0.29,2.3,0.086,5.0,14.0,0.99502,3.32,0.62,11.5,6,1,0,-105.26061496924912,-1.901021869829502,-0.3391205253020583,-0.015149935677873518
9.2,0.36,0.34,1.6,0.062,5.0,12.0,0.99667,3.2,0.67,10.5,6,1,0,-107.2421988964668,-1.4850383330978854,-0.14247685268854499,-0.5661939779484412
7.1,0.59,0.0,2.2,0.078,26.0,44.0,0.99522,3.42,0.68,10.8,6,1,0,-71.34357419116144,11.781895560946666,-0.01873976405613165,-0.2194434861347099
9.7,0.42,0.46,2.1,0.074,5.0,16.0,0.99649,3.27,0.74,12.3,6,1,0,-103.34081538878469,-2.370123188461154,-1.3463901981605637,0.3045782496624589
7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,6,1,0,-50.91453685227887,7.025071282202271,0.6512594254073073,-1.6079857668229256
7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,6,1,0,-50.91453685227887,7.025071282202271,0.6512594254073073,-1.6079857668229256
6.5,0.61,0.0,2.2,0.095,48.0,59.0,0.99541,3.61,0.7,11.5,6,1,0,-51.80932847792023,29.828064512756004,-0.6468368243759306,-0.4307706283638268
6.5,0.88,0.03,5.6,0.079,23.0,47.0,0.99572,3.58,0.5,11.2,4,1,0,-68.95129840099271,8.293630030675628,0.762702221102423,1.645019163611153
7.1,0.66,0.0,2.4,0.052,6.0,11.0,0.99318,3.35,0.66,12.7,7,1,0,-107.9569288143975,-0.2412975291605109,-1.1968931996559287,1.0626288733174922
5.6,0.915,0.0,2.1,0.041,17.0,78.0,0.99346,3.68,0.73,11.4,5,1,0,-40.25611460653775,-4.63894730208197,0.4009420873422201,1.8921045214050962
8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.99599,3.27,0.81,11.0,6,1,0,-71.78431940267897,-3.5011208719514637,-0.7940383166444369,-1.1978868299017724
8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.99599,3.27,0.81,11.0,6,1,0,-71.78431940267897,-3.5011208719514637,-0.7940383166444369,-1.1978868299017724
9.8,0.39,0.43,1.65,0.068,5.0,11.0,0.99478,3.19,0.46,11.4,5,1,0,-108.22288300329205,-1.2598220100966748,-0.7466791550315799,-0.14987218570971098
10.2,0.4,0.4,2.5,0.068,41.0,54.0,0.99754,3.38,0.86,10.5,6,1,0,-58.252892718212145,24.12079574255577,-1.1817228154395432,-0.7772865333280171
6.8,0.66,0.07,1.6,0.07,16.0,61.0,0.99572,3.29,0.6,9.3,5,1,0,-57.04782401308319,-1.808913627328155,1.953289865288722,-0.17354725022526066
6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,5,1,0,-1.6874167430193525,-19.734149435910446,0.9528076548558582,-0.25222302235120614
7.0,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,3.33,0.46,11.9,6,1,0,-80.7071297504862,-6.567980051051073,-0.6147394378328189,-0.7609925403674224
6.6,0.8,0.03,7.8,0.079,6.0,12.0,0.9963,3.52,0.5,12.2,5,1,0,-106.75120076165345,-0.29893100271409123,-0.07404462185556693,1.7823109352718363
7.0,0.43,0.3,2.0,0.085,6.0,39.0,0.99346,3.33,0.46,11.9,6,1,0,-80.7071297504862,-6.567980051051073,-0.6147394378328189,-0.7609925403674224
6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,5,1,0,-1.6874167430193525,-19.734149435910446,0.9528076548558582,-0.25222302235120614
8.8,0.955,0.05,1.8,0.075,5.0,19.0,0.99616,3.3,0.44,9.6,4,1,0,-100.41149653311884,-3.05738278789342,2.662727730807826,2.768492866277053
9.1,0.4,0.57,4.6,0.08,6.0,20.0,0.99652,3.28,0.57,12.5,6,1,0,-99.11451955190236,-2.2169059298630813,-1.3398732068485713,-0.08234743023603788
6.5,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51,10.8,5,1,0,-106.97276252194305,-0.47100273923102676,1.8293909218763178,1.933300752179791
7.2,0.25,0.37,2.5,0.063,11.0,41.0,0.99439,3.52,0.8,12.4,7,1,0,-77.62284394040623,-2.134526020416157,-2.495444496997008,-1.4067992876275603
6.4,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51,10.8,5,1,0,-106.97206883427724,-0.47032490427226087,1.8579854145905477,1.9051743908361174
7.0,0.745,0.12,1.8,0.114,15.0,64.0,0.99588,3.22,0.59,9.5,6,1,0,-54.3453385488386,-3.4538421287222834,2.3979927206633316,0.15865678923173251
6.2,0.43,0.22,1.8,0.078,21.0,56.0,0.99633,3.52,0.6,9.5,6,1,0,-60.783692589719905,4.198126376227415,0.9967683892599106,-1.3766319819718245
7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,6,1,0,-23.329671608905805,-2.4185416293058966,1.7365059007524268,-0.7703366409485221
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,6,1,0,-110.37705386028372,-1.7773961356283674,1.1249988067716894,-0.015234759218521389
7.7,0.26,0.26,2.0,0.052,19.0,77.0,0.9951,3.15,0.79,10.9,6,1,0,-40.79613076635667,-2.484347478297442,-0.9718088010547141,-2.413984373882011
7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,6,1,0,-23.329671608905805,-2.4185416293058966,1.7365059007524268,-0.7703366409485221
7.7,0.57,0.21,1.5,0.069,4.0,9.0,0.99458,3.16,0.54,9.8,6,1,0,-110.37705386028372,-1.7773961356283674,1.1249988067716894,-0.015234759218521389
7.9,0.34,0.36,1.9,0.065,5.0,10.0,0.99419,3.27,0.54,11.2,7,1,0,-109.17177288649067,-1.0142056866560598,-0.8051638022913017,-0.9400488186177983
8.6,0.42,0.39,1.8,0.068,6.0,12.0,0.99516,3.35,0.69,11.7,8,1,0,-107.01262251054088,-0.4978631132826091,-1.1279539432031156,-0.02333564454693752
9.9,0.74,0.19,5.8,0.111,33.0,76.0,0.99878,3.14,0.55,9.4,5,1,0,-38.48031392416821,11.470655499676202,1.8014377839517135,0.34767374967867143
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7,1,0,-71.79739118267622,9.831410969281487,-1.0616138905755075,-1.4360518391354449
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7,1,0,-71.79739118267622,9.831410969281487,-1.0616138905755075,-1.4360518391354449
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7,1,0,-71.79739118267622,9.831410969281487,-1.0616138905755075,-1.4360518391354449
9.9,0.72,0.55,1.7,0.136,24.0,52.0,0.99752,3.35,0.94,10.0,5,1,0,-64.03875729849919,7.994091870279628,0.7879933182376033,1.098815498028861
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7,1,0,-71.79739118267622,9.831410969281487,-1.0616138905755075,-1.4360518391354449
6.2,0.39,0.43,2.0,0.071,14.0,24.0,0.99428,3.45,0.87,11.2,7,1,0,-93.50886195509216,4.60763383160469,-1.139375804705214,-1.1249632112390664
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,6,1,0,-103.61153715776611,0.7909651875699294,0.8281978261754919,0.4335755191204704
6.6,0.44,0.15,2.1,0.076,22.0,53.0,0.9957,3.32,0.62,9.3,5,1,0,-63.46936754736916,5.854128686055882,0.9925634703890212,-1.6243270009423492
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,6,1,0,-103.61153715776611,0.7909651875699294,0.8281978261754919,0.4335755191204704
9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.99659,3.15,0.75,10.5,6,1,0,-106.2588245363494,-1.7040249067378859,-0.2958945817125619,-0.46254755210448345
10.2,0.33,0.46,1.9,0.081,6.0,9.0,0.99628,3.1,0.48,10.4,6,1,0,-109.9323965188315,0.16714578399199037,-0.016648969656986038,-0.7232934512181991
8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.99488,3.26,0.56,11.3,6,1,0,-87.31018289542999,9.30831319190027,-1.2442989260209614,-1.616913923871901
7.9,0.57,0.31,2.0,0.079,10.0,79.0,0.99677,3.29,0.69,9.5,6,1,0,-40.85961517332056,-11.704228092657505,1.5404762076854033,-0.3284950604028039
8.2,0.34,0.37,1.9,0.057,43.0,74.0,0.99408,3.23,0.81,12.0,6,1,0,-38.352436381791215,21.558065807209182,-2.1973212728971485,-1.9632718883382207
8.2,0.4,0.31,1.9,0.082,8.0,24.0,0.996,3.24,0.69,10.6,6,1,0,-94.86792666157358,-1.2531607202387538,-0.06074917013824027,-0.7978012434512026
9.0,0.39,0.4,1.3,0.044,25.0,50.0,0.99478,3.2,0.83,10.9,6,1,0,-65.77701105886294,9.415180953844326,-1.2112334138863479,-1.0383069458126624
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,6,1,0,-73.40702644154823,2.9822627032624807,-1.258595005676115,-0.695398332053876
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,6,1,0,-73.40702644154823,2.9822627032624807,-1.258595005676115,-0.695398332053876
8.1,0.53,0.22,2.2,0.078,33.0,89.0,0.99678,3.26,0.46,9.6,6,1,0,-25.96263024541666,8.441975497500334,1.454987800338335,-1.0900986372846229
10.5,0.36,0.47,2.2,0.074,9.0,23.0,0.99638,3.23,0.76,12.0,6,1,0,-95.62877003982086,-0.05655949481193506,-1.6792980442853782,-0.09616188474583301
12.6,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82,10.3,6,1,0,-98.76585693920161,-0.36355419889603496,-0.34756511218512015,0.25135611986427703
9.2,0.46,0.23,2.6,0.091,18.0,77.0,0.99922,3.15,0.51,9.4,5,1,0,-40.99698887907442,-3.454111932367439,1.9212092960932103,-0.982660892656681
7.5,0.58,0.03,4.1,0.08,27.0,46.0,0.99592,3.02,0.47,9.2,5,1,0,-69.0859078075612,12.355794337262822,1.6506510223679276,-1.193956889889246
9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,5,1,0,-97.78461750301247,-0.5819216817585793,1.2764852533863915,0.3916515527492423
5.1,0.42,0.0,1.8,0.044,18.0,88.0,0.99157,3.68,0.73,13.6,7,1,0,-30.317201738061385,-5.919348226021784,-2.837466511386683,-1.0475745786409592
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,5,1,0,-51.4930160408954,-0.004318003712810091,0.9746561410302548,-1.1504919329498917
7.7,0.18,0.34,2.7,0.066,15.0,58.0,0.9947,3.37,0.78,11.8,6,1,0,-60.16676290476868,-2.0713636199485115,-2.223175237277912,-2.256756615499768
7.8,0.815,0.01,2.6,0.074,48.0,90.0,0.99621,3.38,0.62,10.8,5,1,0,-21.61615206578179,22.83991976529317,0.8266553215025711,0.5864728532283476
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,5,1,0,-51.4930160408954,-0.004318003712810091,0.9746561410302548,-1.1504919329498917
10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.99614,3.23,0.49,9.3,4,1,0,-81.83361351791906,1.8759052351895698,-0.1781426511985775,-1.6143060851942586
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6,1,0,-100.03013203372278,3.0430738187100594,-0.653514860072573,1.5080409761349558
6.0,0.33,0.32,12.9,0.054,6.0,113.0,0.99572,3.3,0.56,11.5,4,1,0,-8.195650748942267,-22.91171480863353,-1.4893072427324079,-2.532849313876232
7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,6,1,0,-101.90621993948764,-0.655381771130415,1.350819694874216,-0.09241868684463264
7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,6,1,0,-100.03013203372278,3.0430738187100594,-0.653514860072573,1.5080409761349558
8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,4,1,0,-93.9404554516149,2.657932759257753,2.2478963256276776,1.1816629896716098
6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.99488,3.45,0.56,11.8,4,1,0,-97.98521360168031,2.6582130378952917,-0.27225869845394146,0.7789976880818519
7.5,0.61,0.2,1.7,0.076,36.0,60.0,0.99494,3.1,0.4,9.3,5,1,0,-53.539565346091074,17.88938148704533,1.8011249553397535,-1.0221058675235144
9.8,0.37,0.39,2.5,0.079,28.0,65.0,0.99729,3.16,0.59,9.8,5,1,0,-50.44957591894161,8.982814847526694,0.3098879980036368,-1.4158666034648018
9.0,0.4,0.41,2.0,0.058,15.0,40.0,0.99414,3.22,0.6,12.2,6,1,0,-77.73208839727823,1.957399224089282,-1.5664759815710514,-0.5370204025102657
8.3,0.56,0.22,2.4,0.082,10.0,86.0,0.9983,3.37,0.62,9.5,5,1,0,-34.03053189347796,-13.2728672803687,1.806939146626673,-0.15657862921817192
5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.99721,3.33,0.54,10.3,6,1,0,52.38289171578507,30.770665731601316,-1.3840918989304292,-4.645024028973167
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5,1,0,-83.56169481315031,3.3104067168045033,0.46476135408552904,0.08414723915157205
7.4,0.74,0.07,1.7,0.086,15.0,48.0,0.99502,3.12,0.48,10.0,5,1,0,-69.93257406846172,0.1490679806210799,1.9766542481244829,0.3447372867712772
7.4,0.55,0.19,1.8,0.082,15.0,34.0,0.99655,3.49,0.68,10.5,5,1,0,-83.56169481315031,3.3104067168045033,0.46476135408552904,0.08414723915157205
6.9,0.41,0.33,2.2,0.081,22.0,36.0,0.9949,3.41,0.75,11.1,6,1,0,-80.02874916002442,9.692979027190312,-0.8287929271575173,-1.163126800029294
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6,1,0,-78.6032928651975,11.415976505343265,0.10829416859817109,-0.09102719473750967
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.99514,3.4,0.61,10.9,6,1,0,-78.6032928651975,11.415976505343265,0.10829416859817109,-0.09102719473750967
7.5,0.58,0.14,2.2,0.077,27.0,60.0,0.9963,3.28,0.59,9.8,5,1,0,-55.53872423733421,9.14268699647306,1.1846823243226192,-0.6142290513418135
